rank,country,lower_single_house_elections,lower_single_house_seats,lower_single_house_women,lower_single_house_percent_w,upper_house_senate_elections,upper_house_senate_seats,upper_house_senate_women,upper_house_senate_percent_w,lower_single_house_elections_year,upper_house_senate_elections_year
105,Samoa,2001-03-01,49.0,3.0,0.061224489795918366,,0.0,0.0,,2001,NaT
106,Nepal,1999-05-01,205.0,12.0,0.05853658536585366,2001-06-01,60.0,5.0,0.08333333333333333,1999,2001
107,Mauritius,2000-09-01,70.0,4.0,0.05714285714285714,,0.0,0.0,,2000,NaT
108,Honduras,2001-11-01,128.0,7.0,0.0546875,,0.0,0.0,,2001,NaT
109,Armenia,2003-05-01,131.0,7.0,0.05343511450381679,,0.0,0.0,,2003,NaT
110,Sri Lanka,2004-04-01,225.0,11.0,0.04888888888888889,,0.0,0.0,,2004,NaT
111,Kiribati,2003-05-01,42.0,2.0,0.047619047619047616,,0.0,0.0,,2003,NaT
112,Nigeria,2003-04-01,360.0,17.0,0.04722222222222222,2003-04-01,109.0,3.0,0.027522935779816515,2003,2003
113,Turkey,2002-11-01,550.0,24.0,0.04363636363636364,,0.0,0.0,,2002,NaT
114,Iran Islamic Rep. of,2004-02-01,290.0,12.0,0.041379310344827586,,0.0,0.0,,2004,NaT
115,Vanuatu,2004-07-01,52.0,2.0,0.038461538461538464,,0.0,0.0,,2004,NaT
116,Mauritania,2001-10-01,81.0,3.0,0.037037037037037035,2002-04-01,56.0,3.0,0.05357142857142857,2001,2002
117,Haiti,2000-05-01,83.0,3.0,0.03614457831325301,2000-05-01,27.0,7.0,0.25925925925925924,2000,2000
119,Egypt,2000-11-01,454.0,13.0,0.028634361233480177,2004-05-01,264.0,18.0,0.06818181818181818,2000,2004
120,Oman,2003-10-01,83.0,2.0,0.024096385542168676,2004-01-01,58.0,9.0,0.15517241379310345,2003,2004
125,Saudi Arabia,2001-05-01,120.0,0.0,0.0,,0.0,0.0,,2001,NaT
0,Kyrgyzstan,2005-02-01,60.0,0.0,0.0,2005-02-01,45.0,0.0,0.0,2005,2005
0,Tajikistan,2005-02-01,63.0,0.0,0.0,2000-03-01,34.0,0.0,0.0,2005,2000
8,Costa Rica,2006-02-01,57.0,20.0,0.3508771929824561,,0.0,0.0,,2006,NaT
9,Argentina,2005-10-01,257.0,90.0,0.35019455252918286,2005-10-01,72.0,30.0,0.4166666666666667,2005,2005
26,Iraq,2005-12-01,275.0,70.0,0.2545454545454545,,0.0,0.0,,2005,NaT
67,Philippines,2004-05-01,236.0,37.0,0.15677966101694915,2004-05-01,24.0,4.0,0.16666666666666666,2004,2004
68,Cape Verde,2006-01-01,72.0,11.0,0.1527777777777778,,0.0,0.0,,2006,NaT
79,Greece,2004-03-01,300.0,39.0,0.13,,0.0,0.0,,2004,NaT
84,Azerbaijan,2005-11-01,114.0,14.0,0.12280701754385964,,0.0,0.0,,2005,NaT
85,France,2002-06-01,574.0,70.0,0.12195121951219512,2004-09-01,331.0,56.0,0.1691842900302115,2002,2004
86,Colombia,2002-03-01,165.0,20.0,0.12121212121212122,2002-03-01,102.0,9.0,0.08823529411764706,2002,2002
87,Dem. Republic of the Congo,2003-08-01,500.0,60.0,0.12,2003-08-01,120.0,3.0,0.025,2003,2003
89,Italy,2001-05-01,616.0,71.0,0.11525974025974026,2001-05-01,321.0,26.0,0.08099688473520249,2001,2001
90,Indonesia,2004-04-01,550.0,62.0,0.11272727272727273,,0.0,0.0,,2004,NaT
91,Romania,2004-11-01,331.0,37.0,0.11178247734138973,2004-11-01,137.0,13.0,0.0948905109489051,2004,2004
92,Botswana,2004-10-01,63.0,7.0,0.1111111111111111,,0.0,0.0,,2004,NaT
93,Ghana,2004-12-01,230.0,25.0,0.10869565217391304,,0.0,0.0,,2004,NaT
94,Djibouti,2003-01-01,65.0,7.0,0.1076923076923077,,0.0,0.0,,2003,NaT
95,El Salvador,2003-03-01,84.0,9.0,0.10714285714285714,,0.0,0.0,,2003,NaT
100,Cambodia,2003-07-01,123.0,12.0,0.0975609756097561,2006-01-01,59.0,8.0,0.13559322033898305,2003,2006
"""",Nepal,1999-05-01,2.0,0.0,0.0,2001-06-01,19.0,3.0,0.15789473684210525,1999,2001
36,Lesotho,2007-02-01,119.0,28.0,0.23529411764705882,,33.0,12.0,0.36363636363636365,2007,NaT
45,Republic of Moldova,2005-03-01,101.0,22.0,0.21782178217821782,,0.0,0.0,,2005,NaT
46,Croatia,2003-11-01,152.0,33.0,0.21710526315789475,,0.0,0.0,,2003,NaT
47,Pakistan,2002-10-01,342.0,73.0,0.2134502923976608,2006-03-01,100.0,17.0,0.17,2002,2006
48,Canada,2006-01-01,308.0,64.0,0.2077922077922078,,100.0,35.0,0.35,2006,NaT
49,Poland,2005-09-01,460.0,94.0,0.20434782608695654,2005-09-01,100.0,13.0,0.13,2005,2005
50,China,2003-02-01,2980.0,604.0,0.20268456375838925,,0.0,0.0,,2003,NaT
51,Dem. People's Rep. of Korea,2003-08-01,687.0,138.0,0.20087336244541484,,0.0,0.0,,2003,NaT
52,Bahamas,2002-05-01,40.0,8.0,0.2,2002-05-01,16.0,7.0,0.4375,2002,2002
56,Senegal,2001-04-01,120.0,23.0,0.19166666666666668,,0.0,0.0,,2001,NaT
57,Latvia,2006-10-01,100.0,19.0,0.19,,0.0,0.0,,2006,NaT
58,Estonia,2003-03-01,101.0,19.0,0.18811881188118812,,0.0,0.0,,2003,NaT
60,Equatorial Guinea,2004-04-01,100.0,18.0,0.18,,0.0,0.0,,2004,NaT
61,Mauritania,2006-11-01,95.0,17.0,0.17894736842105263,2007-01-01,53.0,9.0,0.16981132075471697,2006,2007
62,Sudan,2005-08-01,450.0,80.0,0.17777777777777778,2005-08-01,50.0,2.0,0.04,2005,2005
69,Turkmenistan,2004-12-01,50.0,8.0,0.16,,0.0,0.0,,2004,NaT
70,Czech Republic,2006-06-01,200.0,31.0,0.155,2006-10-01,81.0,12.0,0.14814814814814814,2006,2006
71,Cape Verde,2006-01-01,72.0,11.0,0.1527777777777778,,0.0,0.0,,2006,NaT
72,Nicaragua,2006-11-01,92.0,14.0,0.15217391304347827,,0.0,0.0,,2006,NaT
76,Sierra Leone,2002-05-01,124.0,18.0,0.14516129032258066,,0.0,0.0,,2002,NaT
77,Bosnia and Herzegovina,2006-10-01,42.0,6.0,0.14285714285714285,2002-10-01,15.0,1.0,0.06666666666666667,2006,2002
78,Israel,2006-03-01,120.0,17.0,0.14166666666666666,,0.0,0.0,,2006,NaT
83,Greece,2004-03-01,300.0,39.0,0.13,,0.0,0.0,,2004,NaT
84,Dominica,2005-05-01,31.0,4.0,0.12903225806451613,,0.0,0.0,,2005,NaT
85,Gabon,2006-12-01,120.0,15.0,0.125,2003-02-01,91.0,14.0,0.15384615384615385,2006,2003
86,Niger,2004-11-01,113.0,14.0,0.12389380530973451,,0.0,0.0,,2004,NaT
87,France,2002-06-01,574.0,70.0,0.12195121951219512,2004-09-01,331.0,56.0,0.1691842900302115,2002,2004
88,Maldives,2005-01-01,50.0,6.0,0.12,,0.0,0.0,,2005,NaT
89,Burkina Faso,2002-05-01,111.0,13.0,0.11711711711711711,,0.0,0.0,,2002,NaT
90,Azerbaijan,2005-11-01,124.0,14.0,0.11290322580645161,,0.0,0.0,,2005,NaT
96,Hungary,2006-04-01,386.0,40.0,0.10362694300518134,,0.0,0.0,,2006,NaT
99,Cambodia,2003-07-01,123.0,12.0,0.0975609756097561,2006-01-01,61.0,9.0,0.14754098360655737,2003,2006
100,Gambia,2007-01-01,53.0,5.0,0.09433962264150944,,0.0,0.0,,2007,NaT
101,Malta,2003-04-01,65.0,6.0,0.09230769230769231,,0.0,0.0,,2003,NaT
102,Malaysia,2004-03-01,219.0,20.0,0.091324200913242,2004-03-01,70.0,18.0,0.2571428571428571,2004,2004
104,Brazil,2006-10-01,513.0,45.0,0.08771929824561403,2006-10-01,81.0,10.0,0.12345679012345678,2006,2006
105,Thailand,2006-10-01,242.0,21.0,0.08677685950413223,,0.0,0.0,,2006,NaT
106,Montenegro,2006-09-01,81.0,7.0,0.08641975308641975,,0.0,0.0,,2006,NaT
108,Colombia,2006-03-01,166.0,14.0,0.08433734939759036,2006-03-01,102.0,12.0,0.11764705882352941,2006,2006
109,India,2004-04-01,545.0,45.0,0.08256880733944955,2006-07-01,242.0,26.0,0.10743801652892562,2004,2006
111,Somalia,2004-08-01,269.0,21.0,0.07806691449814127,,0.0,0.0,,2004,NaT
112,Libyan Arab Jamahiriya,2006-03-01,468.0,36.0,0.07692307692307693,,0.0,0.0,,2006,NaT
113,Kenya,2002-12-01,219.0,16.0,0.0730593607305936,,0.0,0.0,,2002,NaT
119,Chad,2002-04-01,155.0,10.0,0.06451612903225806,,0.0,0.0,,2002,NaT
120,Algeria,2002-05-01,389.0,24.0,0.061696658097686374,2006-12-01,144.0,4.0,0.027777777777777776,2002,2006
121,Nigeria,2003-04-01,360.0,22.0,0.06111111111111111,2003-04-01,109.0,4.0,0.03669724770642202,2003,2003
122,Saint Lucia ,2006-12-01,18.0,1.0,0.05555555555555555,2007-01-01,11.0,2.0,0.18181818181818182,2006,2007
123,Jordan,2003-06-01,110.0,6.0,0.05454545454545454,2005-11-01,55.0,7.0,0.12727272727272726,2003,2005
128,Haiti,2006-02-01,98.0,4.0,0.04081632653061224,2006-02-01,30.0,4.0,0.13333333333333333,2006,2006
43,Pakistan,2008-02-01,338.0,76.0,0.22485207100591717,2006-03-01,100.0,17.0,0.17,2008,2006
50,Croatia,2007-11-01,153.0,32.0,0.20915032679738563,,0.0,0.0,,2007,NaT
51,Estonia,2007-03-01,101.0,21.0,0.2079207920792079,,0.0,0.0,,2007,NaT
52,China,2003-02-01,2963.0,611.0,0.2062099223759703,,0.0,0.0,,2003,NaT
53,Philippines,2007-05-01,239.0,49.0,0.20502092050209206,2007-05-01,23.0,4.0,0.17391304347826086,2007,2007
54,Serbia,2007-01-01,250.0,51.0,0.204,,0.0,0.0,,2007,NaT
55,Poland,2007-10-01,460.0,93.0,0.20217391304347826,2007-10-01,100.0,8.0,0.08,2007,2007
"""",Thailand,2007-12-01,480.0,56.0,0.11666666666666667,,242.0,21.0,0.08677685950413223,2007,NaT
103,Barbados,2008-01-01,30.0,3.0,0.1,2008-02-01,21.0,4.0,0.19047619047619047,2008,2008
134,Belize,2008-02-01,32.0,0.0,0.0,2003-03-01,12.0,3.0,0.25,2008,2003
"""",Timor-Leste,2018-12-05,65.0,26.0,0.4,,0.0,0.0,,2018,NaT
17,France,2017-11-06,577.0,229.0,0.3968804159445407,2017-09-24,348.0,112.0,0.3218390804597701,2017,2017
18,Mozambique,2014-10-15,250.0,99.0,0.396,,0.0,0.0,,2014,NaT
19,Argentina,2017-10-22,255.0,99.0,0.38823529411764707,2017-10-22,72.0,30.0,0.4166666666666667,2017,2017
21,North Macedonia,2016-11-12,120.0,46.0,0.38333333333333336,,0.0,0.0,,2016,NaT
22,Iceland,2017-10-28,63.0,24.0,0.38095238095238093,,0.0,0.0,,2017,NaT
23,Belgium,2014-05-25,150.0,57.0,0.38,2014-03-07,60.0,26.0,0.43333333333333335,2014,2014
25,Serbia,2016-04-24,247.0,93.0,0.3765182186234818,,0.0,0.0,,2016,NaT
26,Denmark,2015-06-18,179.0,67.0,0.3743016759776536,,0.0,0.0,,2015,NaT
27,Austria,2017-10-15,183.0,68.0,0.37158469945355194,,61.0,22.0,0.36065573770491804,2017,NaT
28,United Republic of Tanzania,2015-10-25,393.0,145.0,0.36895674300254455,,0.0,0.0,,2015,NaT
29,Burundi,2015-06-29,121.0,44.0,0.36363636363636365,2015-07-24,39.0,18.0,0.46153846153846156,2015,2015
30,Tunisia,2014-10-26,217.0,78.0,0.35944700460829493,,0.0,0.0,,2014,NaT
31,Italy,2018-04-03,630.0,225.0,0.35714285714285715,2018-04-03,320.0,110.0,0.34375,2018,2018
33,Uganda,2016-02-18,459.0,160.0,0.3485838779956427,,0.0,0.0,,2016,NaT
34,Belarus,2016-11-09,110.0,38.0,0.34545454545454546,2012-08-30,56.0,17.0,0.30357142857142855,2016,2012
37,Switzerland,2015-10-18,200.0,65.0,0.325,2011-10-23,46.0,7.0,0.15217391304347827,2015,2011
60,Kazakhstan,2016-03-20,107.0,29.0,0.27102803738317754,2017-06-28,47.0,5.0,0.10638297872340426,2016,2017
61,Canada,2015-10-19,334.0,90.0,0.2694610778443114,,105.0,49.0,0.4666666666666667,2015,NaT
62,Dominican Republic,2016-05-15,190.0,51.0,0.26842105263157895,2016-05-15,32.0,3.0,0.09375,2016,2016
63,Viet Nam,2016-05-22,494.0,132.0,0.26720647773279355,,0.0,0.0,,2016,NaT
64,Djibouti,2018-02-23,65.0,17.0,0.26153846153846155,,0.0,0.0,,2018,NaT
65,Algeria,2017-04-05,462.0,119.0,0.25757575757575757,2018-12-29,132.0,9.0,0.06818181818181818,2017,2018
67,Iraq,2018-12-05,329.0,83.0,0.25227963525835867,,0.0,0.0,,2018,NaT
68,Dominica,2014-08-12,32.0,8.0,0.25,,0.0,0.0,,2014,NaT
72,China,2018-05-03,2975.0,742.0,0.24941176470588236,,0.0,0.0,,2018,NaT
73,Slovenia,2018-03-06,90.0,22.0,0.24444444444444444,2017-11-22,40.0,4.0,0.1,2018,2017
75,Armenia,2017-02-04,132.0,32.0,0.24242424242424243,,0.0,0.0,,2017,NaT
76,Afghanistan,2018-10-20,250.0,59.0,0.236,2015-10-01,68.0,16.0,0.23529411764705882,2018,2015
"""",Cabo Verde,2016-03-20,72.0,17.0,0.2361111111111111,,0.0,0.0,,2016,NaT
"""",United States of America,2018-06-11,433.0,102.0,0.23556581986143188,2018-06-11,100.0,25.0,0.25,2018,2018
79,Lesotho,2017-03-06,120.0,28.0,0.23333333333333334,2017-11-07,32.0,7.0,0.21875,2017,2017
80,Singapore,2015-11-09,100.0,23.0,0.23,,0.0,0.0,,2015,NaT
81,Guinea,2013-09-28,114.0,26.0,0.22807017543859648,,0.0,0.0,,2013,NaT
83,Chile,2017-11-19,155.0,35.0,0.22580645161290322,2017-11-19,43.0,10.0,0.23255813953488372,2017,2017
84,Czech Republic,2017-10-20,200.0,45.0,0.225,2018-05-10,81.0,13.0,0.16049382716049382,2017,2018
86,Ireland,2016-02-26,158.0,35.0,0.22151898734177214,2016-04-25,60.0,18.0,0.3,2016,2016
89,Eritrea,1994-01-02,150.0,33.0,0.22,,0.0,0.0,,1994,NaT
90,Kenya,2017-08-07,349.0,76.0,0.2177650429799427,2017-08-07,68.0,21.0,0.3088235294117647,2017,2017
91,Bosnia and Herzegovina,2018-07-10,42.0,9.0,0.21428571428571427,2015-01-29,15.0,2.0,0.13333333333333333,2018,2015
92,Lithuania,2016-09-10,141.0,30.0,0.2127659574468085,,0.0,0.0,,2016,NaT
93,Seychelles,2016-08-09,33.0,7.0,0.21212121212121213,,0.0,0.0,,2016,NaT
94,Honduras,2017-11-26,128.0,27.0,0.2109375,,0.0,0.0,,2017,NaT
95,Bangladesh,2018-12-30,348.0,72.0,0.20689655172413793,,0.0,0.0,,2018,NaT
"""",Romania,2016-11-12,329.0,68.0,0.2066869300911854,2016-11-12,136.0,19.0,0.13970588235294118,2016,2016
97,Croatia,2016-11-09,151.0,31.0,0.2052980132450331,,0.0,0.0,,2016,NaT
99,Mauritania,2018-01-09,153.0,31.0,0.20261437908496732,,0.0,0.0,,2018,NaT
100,Pakistan,2018-08-25,341.0,69.0,0.20234604105571846,2018-03-03,104.0,20.0,0.19230769230769232,2018,2018
101,Barbados,2018-05-24,30.0,6.0,0.2,2018-05-06,21.0,8.0,0.38095238095238093,2018,2018
105,Saudi Arabia,2016-02-12,151.0,30.0,0.1986754966887417,,0.0,0.0,,2016,NaT
106,Fiji,2018-11-14,51.0,10.0,0.19607843137254902,,0.0,0.0,,2018,NaT
107,Kyrgyzstan,2015-04-10,120.0,23.0,0.19166666666666668,,0.0,0.0,,2015,NaT
109,Guatemala,2015-06-09,158.0,30.0,0.189873417721519,,0.0,0.0,,2015,NaT
111,Colombia,2018-11-03,171.0,32.0,0.1871345029239766,2018-11-03,105.0,22.0,0.20952380952380953,2018,2018
"""",Greece,2015-09-20,300.0,56.0,0.18666666666666668,,0.0,0.0,,2015,NaT
115,Zambia,2016-11-08,167.0,30.0,0.17964071856287425,,0.0,0.0,,2016,NaT
116,Cyprus,2016-05-22,56.0,10.0,0.17857142857142858,,0.0,0.0,,2016,NaT
118,Jamaica,2016-02-22,63.0,11.0,0.1746031746031746,2016-10-03,21.0,5.0,0.23809523809523808,2016,2016
119,Turkey,2018-06-24,596.0,104.0,0.174496644295302,,0.0,0.0,,2018,NaT
120,Mongolia,2016-06-29,76.0,13.0,0.17105263157894737,,0.0,0.0,,2016,NaT
122,Niger,2016-02-21,171.0,29.0,0.1695906432748538,,0.0,0.0,,2016,NaT
123,Azerbaijan,2015-01-11,119.0,20.0,0.16806722689075632,,0.0,0.0,,2015,NaT
124,Malawi,2014-05-20,192.0,32.0,0.16666666666666666,,0.0,0.0,,2014,NaT
"""",Saint Lucia,2016-06-06,18.0,3.0,0.16666666666666666,2012-05-01,11.0,3.0,0.2727272727272727,2016,2012
126,Togo,2018-12-20,91.0,15.0,0.16483516483516483,,0.0,0.0,,2018,NaT
127,Democratic People's Republic of Korea,2014-09-03,687.0,112.0,0.16302765647743814,,0.0,0.0,,2014,NaT
128,Libya,2014-06-25,188.0,30.0,0.1595744680851064,,0.0,0.0,,2014,NaT
130,Russian Federation,2016-09-18,450.0,71.0,0.15777777777777777,,170.0,31.0,0.18235294117647058,2016,NaT
131,Jordan,2016-09-20,130.0,20.0,0.15384615384615385,2016-09-27,65.0,10.0,0.15384615384615385,2016,2016
132,Bahrain,2018-01-12,40.0,6.0,0.15,2018-09-12,40.0,9.0,0.225,2018,2018
135,Bhutan,2018-10-18,47.0,7.0,0.14893617021276595,2018-04-20,25.0,4.0,0.16,2018,2018
138,Georgia,2016-08-10,149.0,22.0,0.1476510067114094,,0.0,0.0,,2016,NaT
139,Sao Tome and Principe,2018-07-10,55.0,8.0,0.14545454545454545,,0.0,0.0,,2018,NaT
140,Malaysia,2018-09-05,222.0,32.0,0.14414414414414414,,67.0,13.0,0.19402985074626866,2018,NaT
141,Guinea-Bissau,2014-04-13,102.0,14.0,0.13725490196078433,,0.0,0.0,,2014,NaT
142,Burkina Faso,2015-11-29,127.0,17.0,0.13385826771653545,,0.0,0.0,,2015,NaT
143,Saint Kitts and Nevis,2015-02-16,15.0,2.0,0.13333333333333333,,0.0,0.0,,2015,NaT
144,Syrian Arab Republic,2016-04-13,250.0,33.0,0.132,,0.0,0.0,,2016,NaT
145,Ghana,2016-07-12,275.0,36.0,0.13090909090909092,,0.0,0.0,,2016,NaT
146,Saint Vincent and the Grenadines,2015-09-12,23.0,3.0,0.13043478260869565,,0.0,0.0,,2015,NaT
147,Bahamas,2017-05-24,39.0,5.0,0.1282051282051282,2017-05-24,16.0,7.0,0.4375,2017,2017
148,Hungary,2018-08-04,199.0,25.0,0.12562814070351758,,0.0,0.0,,2018,NaT
150,Palau,2016-01-11,16.0,2.0,0.125,2016-01-11,13.0,2.0,0.15384615384615385,2016,2016
151,Liberia,2017-10-10,73.0,9.0,0.1232876712328767,2014-12-20,30.0,3.0,0.1,2017,2014
153,Liechtenstein,2017-05-02,25.0,3.0,0.12,,0.0,0.0,,2017,NaT
154,Malta,2017-03-06,67.0,8.0,0.11940298507462686,,0.0,0.0,,2017,NaT
155,Mauritius,2014-10-12,69.0,8.0,0.11594202898550725,,0.0,0.0,,2014,NaT
157,Congo,2017-07-16,151.0,17.0,0.11258278145695365,2017-08-31,69.0,13.0,0.18840579710144928,2017,2017
159,Antigua and Barbuda,2018-03-21,18.0,2.0,0.1111111111111111,2018-03-26,17.0,9.0,0.5294117647058824,2018,2018
160,Cote d'Ivoire,2016-12-18,255.0,28.0,0.10980392156862745,2018-03-25,66.0,8.0,0.12121212121212122,2016,2018
161,Nauru,2016-09-07,19.0,2.0,0.10526315789473684,,0.0,0.0,,2016,NaT
162,Democratic Republic of the Congo,2018-12-30,485.0,50.0,0.10309278350515463,2007-01-19,108.0,5.0,0.046296296296296294,2018,2007
164,Japan,2017-10-22,463.0,47.0,0.10151187904967603,2016-10-07,241.0,50.0,0.2074688796680498,2017,2016
165,Samoa,2016-04-03,50.0,5.0,0.1,,0.0,0.0,,2016,NaT
166,Qatar,2013-01-07,41.0,4.0,0.0975609756097561,,0.0,0.0,,2013,NaT
167,Botswana,2014-10-24,63.0,6.0,0.09523809523809523,,0.0,0.0,,2014,NaT
168,Belize,2015-04-11,32.0,3.0,0.09375,2015-11-13,13.0,2.0,0.15384615384615385,2015,2015
169,Brunei Darussalam,2017-01-13,33.0,3.0,0.09090909090909091,,0.0,0.0,,2017,NaT
171,Mali,2013-11-24,147.0,13.0,0.08843537414965986,,0.0,0.0,,2013,NaT
172,Central African Republic,2016-02-14,140.0,12.0,0.08571428571428572,,0.0,0.0,,2016,NaT
173,Tonga,2017-11-16,27.0,2.0,0.07407407407407407,,0.0,0.0,,2017,NaT
174,Benin,2015-04-26,83.0,6.0,0.07228915662650602,,0.0,0.0,,2015,NaT
176,Tuvalu,2015-03-31,15.0,1.0,0.06666666666666667,,0.0,0.0,,2015,NaT
177,Kiribati,2015-12-30,46.0,3.0,0.06521739130434782,,0.0,0.0,,2015,NaT
178,Comoros,2015-01-25,33.0,2.0,0.06060606060606061,,0.0,0.0,,2015,NaT
179,Iran Islamic Republic of,2016-02-26,289.0,17.0,0.058823529411764705,,0.0,0.0,,2016,NaT
180,Nigeria,2015-03-28,359.0,20.0,0.055710306406685235,2015-03-28,109.0,7.0,0.06422018348623854,2015,2015
181,Thailand,2014-07-08,240.0,13.0,0.05416666666666667,,0.0,0.0,,2014,NaT
182,Sri Lanka,2015-08-17,225.0,12.0,0.05333333333333334,,0.0,0.0,,2015,NaT
183,Lebanon,2018-06-05,128.0,6.0,0.046875,,0.0,0.0,,2018,NaT
185,Kuwait,2016-11-26,65.0,3.0,0.046153846153846156,,0.0,0.0,,2016,NaT
186,Haiti,2015-09-08,118.0,3.0,0.025423728813559324,2016-11-20,28.0,1.0,0.03571428571428571,2015,2016
187,Solomon Islands,2014-11-19,49.0,1.0,0.02040816326530612,,0.0,0.0,,2014,NaT
188,Oman,2015-10-25,85.0,1.0,0.011764705882352941,2015-07-11,85.0,14.0,0.16470588235294117,2015,2015
189,Yemen,2003-04-27,301.0,1.0,0.0033222591362126247,2001-04-28,111.0,3.0,0.02702702702702703,2003,2001
190,Micronesia Federated States of,2017-07-03,14.0,0.0,0.0,,0.0,0.0,,2017,NaT
28,Austria,2019-09-01,183.0,72.0,0.39344262295081966,,61.0,22.0,0.36065573770491804,2019,NaT
43,Nepal,2017-11-01,275.0,90.0,0.32727272727272727,2020-01-01,58.0,22.0,0.3793103448275862,2017,2020
44,Uzbekistan,2019-12-01,150.0,48.0,0.32,2020-01-01,97.0,24.0,0.24742268041237114,2019,2020
55,Montenegro,2016-10-01,81.0,24.0,0.2962962962962963,,0.0,0.0,,2016,NaT
56,Albania,2017-06-01,122.0,36.0,0.29508196721311475,,0.0,0.0,,2017,NaT
57,Canada,2019-10-01,338.0,98.0,0.28994082840236685,,99.0,48.0,0.48484848484848486,2019,NaT
60,South Sudan,2016-08-01,383.0,109.0,0.2845953002610966,2011-08-01,50.0,6.0,0.12,2016,2011
62,Dominican Republic,2016-05-01,190.0,53.0,0.2789473684210526,2016-05-01,32.0,3.0,0.09375,2016,2016
63,Slovenia,2018-06-01,90.0,25.0,0.2777777777777778,2017-11-01,40.0,4.0,0.1,2018,2017
64,Lao People's Democratic Republic,2016-03-01,149.0,41.0,0.2751677852348993,,0.0,0.0,,2016,NaT
65,Kazakhstan,2016-03-01,107.0,29.0,0.27102803738317754,2017-06-01,47.0,5.0,0.10638297872340426,2016,2017
66,Afghanistan,2018-10-01,248.0,67.0,0.2701612903225806,2015-01-01,68.0,19.0,0.27941176470588236,2018,2015
67,Bulgaria,2017-03-01,240.0,64.0,0.26666666666666666,,0.0,0.0,,2017,NaT
69,Iraq,2018-05-01,329.0,87.0,0.26443768996960487,,0.0,0.0,,2018,NaT
70,Djibouti,2018-02-01,65.0,17.0,0.26153846153846155,,0.0,0.0,,2018,NaT
81,Sao Tome and Principe,2018-10-01,55.0,13.0,0.23636363636363636,,0.0,0.0,,2018,NaT
82,Armenia,2018-12-01,132.0,31.0,0.23484848484848486,,0.0,0.0,,2018,NaT
“,United States of America,2018-11-01,430.0,101.0,0.23488372093023255,2018-11-01,100.0,25.0,0.25,2018,2018
84,Israel,2019-09-01,120.0,28.0,0.23333333333333334,,0.0,0.0,,2019,NaT
86,Malawi,2019-05-01,192.0,44.0,0.22916666666666666,,0.0,0.0,,2019,NaT
87,Guinea,2013-09-01,114.0,26.0,0.22807017543859648,,0.0,0.0,,2013,NaT
88,Chile,2017-11-01,155.0,35.0,0.22580645161290322,2017-11-01,43.0,10.0,0.23255813953488372,2017,2017
89,Czech Republic,2017-10-01,200.0,45.0,0.225,2018-10-01,81.0,12.0,0.14814814814814814,2017,2018
91,Venezuela Bolivarian Republic of,2015-12-01,167.0,37.0,0.2215568862275449,,0.0,0.0,,2015,NaT
92,Romania,2016-12-01,329.0,72.0,0.2188449848024316,2016-12-01,136.0,20.0,0.14705882352941177,2016,2016
93,Kenya,2017-08-01,349.0,76.0,0.2177650429799427,2017-08-01,68.0,21.0,0.3088235294117647,2017,2017
94,Bosnia and Herzegovina,2018-10-01,42.0,9.0,0.21428571428571427,2019-02-01,15.0,3.0,0.2,2018,2019
95,Seychelles,2016-09-01,33.0,7.0,0.21212121212121213,,0.0,0.0,,2016,NaT
97,Honduras,2017-11-01,128.0,27.0,0.2109375,,0.0,0.0,,2017,NaT
98,Equatorial Guinea,2017-11-01,100.0,21.0,0.21,2017-11-01,72.0,12.0,0.16666666666666666,2017,2017
99,Bangladesh,2018-12-01,349.0,73.0,0.20916905444126074,,0.0,0.0,,2018,NaT
101,Ukraine,2019-07-01,423.0,88.0,0.20803782505910165,,0.0,0.0,,2019,NaT
102,Greece,2019-07-01,300.0,62.0,0.20666666666666667,,0.0,0.0,,2019,NaT
104,Morocco,2016-10-01,395.0,81.0,0.20506329113924052,2015-10-01,120.0,14.0,0.11666666666666667,2016,2015
105,Indonesia,2019-04-01,575.0,117.0,0.20347826086956522,,0.0,0.0,,2019,NaT
106,Mauritania,2018-09-01,153.0,31.0,0.20261437908496732,,0.0,0.0,,2018,NaT
107,Pakistan,2018-07-01,342.0,69.0,0.20175438596491227,2018-03-01,104.0,20.0,0.19230769230769232,2018,2018
108,Barbados,2018-05-01,30.0,6.0,0.2,2018-06-01,21.0,9.0,0.42857142857142855,2018,2018
112,Saudi Arabia,2016-12-01,151.0,30.0,0.1986754966887417,,0.0,0.0,,2016,NaT
113,Cyprus,2016-05-01,56.0,11.0,0.19642857142857142,,0.0,0.0,,2016,NaT
115,Guatemala,2019-06-01,160.0,31.0,0.19375,,0.0,0.0,,2019,NaT
116,Croatia,2016-09-01,151.0,29.0,0.19205298013245034,,0.0,0.0,,2016,NaT
118,Tajikistan,2015-03-01,63.0,12.0,0.19047619047619047,2015-03-01,32.0,7.0,0.21875,2015,2015
119,Togo,2018-12-01,91.0,17.0,0.18681318681318682,,0.0,0.0,,2018,NaT
120,Colombia,2018-03-01,169.0,31.0,0.1834319526627219,2018-03-01,106.0,23.0,0.2169811320754717,2018,2018
121,Democratic People's Republic of Korea,2019-03-01,687.0,121.0,0.17612809315866085,,0.0,0.0,,2019,NaT
122,Jamaica,2016-02-01,63.0,11.0,0.1746031746031746,2016-03-01,21.0,5.0,0.23809523809523808,2016,2016
126,Niger,2016-02-01,171.0,29.0,0.1695906432748538,,0.0,0.0,,2016,NaT
